iso3,timestamp,psychology_trust,psychology_fear,psychology_optimism,psychology_nationalism,psychology_social_cohesion,psychology_confidence,society_education,society_urbanization,society_population,society_age,society_religion,society_healthcare,society_migration
PHL,2002-04-01,39.55,50.96,81.87,5.49,27.57,36.11,57.23,5.04,90.31,5.01,40.95,67.15,14.67
PHL,2002-05-01,38.95,51.12,81.84,4.88,27.7,36.03,57.36,4.91,90.35,4.97,41.03,67.15,14.75
PHL,2002-06-01,39.51,50.64,82.01,5.33,26.93,35.67,57.31,4.98,90.43,5.02,40.91,67.16,14.93
PHL,2002-07-01,39.01,50.06,82.21,4.9,27.46,35.65,57.39,5.07,90.38,5.0,40.96,67.24,14.89
PHL,2002-08-01,39.56,50.99,81.96,5.32,26.95,35.85,57.42,4.96,90.47,4.97,40.99,67.29,14.96
PHL,2002-09-01,39.16,50.97,82.37,4.63,27.27,36.21,57.4,4.95,90.4,5.03,41.05,67.29,15.09
PHL,2002-10-01,39.09,50.59,82.06,4.86,27.35,35.87,57.36,5.04,90.47,5.01,40.98,67.27,15.16
PHL,2002-11-01,39.44,50.85,82.4,4.74,27.34,36.42,57.52,5.1,90.45,5.04,40.96,67.35,15.22
PHL,2002-12-01,39.51,51.19,81.67,4.86,27.43,36.04,57.37,5.02,90.48,4.99,40.96,67.37,15.31
PHL,2003-01-01,39.27,51.06,82.11,5.07,26.78,35.87,57.45,4.95,90.37,4.92,41.01,67.38,15.36
PHL,2003-02-01,39.04,50.73,81.83,5.04,27.14,35.79,57.42,4.92,90.47,5.04,41.03,67.38,15.7
PHL,2003-03-01,38.43,50.43,81.91,4.86,27.19,36.04,57.54,5.04,90.39,4.98,40.98,67.5,16.09
PHL,2003-04-01,38.43,50.97,82.05,5.18,26.79,35.55,57.52,4.9,90.46,5.02,40.99,67.35,16.5
PHL,2003-05-01,37.81,50.92,81.96,5.09,26.59,35.31,57.58,5.0,90.49,5.05,40.95,67.47,16.91
PHL,2003-06-01,37.84,51.09,82.0,4.84,26.44,35.1,57.53,5.03,90.45,5.03,40.91,67.41,17.28
PHL,2003-07-01,37.15,50.91,82.12,5.18,26.3,34.88,57.6,4.94,90.45,5.01,41.01,67.45,17.69
PHL,2003-08-01,37.01,50.64,82.25,5.15,25.91,34.43,57.64,5.09,90.47,4.95,41.05,67.41,18.03
PHL,2003-09-01,36.64,51.11,81.73,4.84,25.51,34.5,57.6,4.98,90.44,4.96,40.92,67.39,18.42
PHL,2003-10-01,36.35,50.6,81.58,5.19,25.92,33.79,57.57,4.92,90.48,4.99,41.09,67.46,18.85
PHL,2003-11-01,35.9,51.26,82.28,4.99,25.77,34.14,57.6,4.96,90.5,4.88,41.09,67.33,19.18
PHL,2003-12-01,36.0,51.06,81.88,5.31,25.29,33.21,57.77,5.01,90.46,5.05,41.03,67.53,19.6
PHL,2004-01-01,35.48,50.99,81.49,5.03,24.58,33.19,57.62,4.93,90.49,4.91,41.07,67.53,19.92
PHL,2004-02-01,35.33,50.58,82.18,4.83,25.15,33.19,57.69,5.02,90.45,4.95,41.05,67.47,20.29
PHL,2004-03-01,35.05,51.14,81.37,4.73,25.1,33.21,57.69,4.94,90.34,5.05,41.11,67.45,20.51
PHL,2004-04-01,34.88,50.6,82.27,5.2,25.0,32.61,57.72,4.99,90.42,4.94,40.97,67.43,20.69
PHL,2004-05-01,35.16,50.71,82.03,5.29,24.89,32.86,57.77,5.01,90.33,5.01,40.98,67.36,20.94
PHL,2004-06-01,35.24,50.95,81.88,5.19,25.07,32.72,57.68,4.98,90.5,5.07,40.98,67.46,21.3
PHL,2004-07-01,35.4,50.63,81.98,5.56,25.03,32.95,57.78,4.93,90.49,5.02,40.97,67.44,21.39
PHL,2004-08-01,34.67,50.62,81.69,4.7,24.72,33.03,57.75,4.93,90.42,5.05,40.98,67.48,21.74
PHL,2004-09-01,34.75,50.72,81.71,5.12,24.24,31.88,57.84,5.03,90.42,5.02,41.04,67.36,21.99
PHL,2004-10-01,34.83,50.73,81.65,5.15,24.06,32.4,57.81,5.03,90.41,5.01,40.99,67.37,22.27
PHL,2004-11-01,34.72,51.06,81.51,5.01,24.0,31.96,57.75,5.02,90.44,5.04,41.01,67.37,22.61
PHL,2004-12-01,34.82,50.67,81.91,5.16,24.14,31.96,57.82,5.01,90.51,5.1,41.01,67.41,22.7
PHL,2005-01-01,35.24,50.47,81.79,5.32,24.38,32.2,57.9,5.01,90.38,4.99,41.02,67.37,22.92
PHL,2005-02-01,34.67,50.94,82.25,4.81,24.5,32.01,57.86,4.94,90.52,4.97,41.03,67.3,22.83
PHL,2005-03-01,34.68,50.66,81.97,5.16,24.33,32.58,57.88,4.96,90.43,4.95,41.0,67.29,22.52
PHL,2005-04-01,34.65,50.82,81.47,4.67,24.23,32.79,57.92,5.03,90.43,5.01,40.99,67.28,22.42
PHL,2005-05-01,34.91,51.05,81.78,4.71,24.13,32.07,57.89,5.03,90.42,4.96,40.91,67.34,22.13
PHL,2005-06-01,34.78,51.02,82.01,4.7,24.26,32.12,57.88,5.01,90.47,4.97,40.98,67.3,21.95
PHL,2005-07-01,34.73,51.12,81.75,4.94,24.04,32.41,57.94,4.99,90.4,5.01,40.98,67.12,21.68
PHL,2005-08-01,35.13,50.69,81.78,5.23,24.03,32.53,57.93,5.0,90.4,5.0,40.97,67.2,21.47
PHL,2005-09-01,34.71,51.06,81.57,4.87,24.47,32.35,57.96,4.99,90.42,5.16,40.92,67.21,21.27
PHL,2005-10-01,35.0,50.96,81.73,4.86,23.94,32.58,58.05,5.02,90.47,4.95,41.01,67.22,20.99
PHL,2005-11-01,34.66,50.56,81.91,4.91,24.51,31.89,58.0,4.98,90.43,4.95,40.92,67.18,20.93
PHL,2005-12-01,34.0,50.88,81.38,4.79,23.68,32.19,58.09,5.03,90.43,4.99,41.01,67.09,20.63
PHL,2006-01-01,34.96,50.99,81.54,4.73,23.74,32.07,58.21,4.96,90.37,5.01,40.98,67.06,20.34
PHL,2006-02-01,34.6,50.83,81.25,5.0,24.06,32.38,58.04,5.05,90.41,5.01,40.96,67.13,19.9
PHL,2006-03-01,34.55,50.87,81.69,5.06,24.13,32.16,58.11,5.01,90.41,4.92,40.98,67.22,19.41
PHL,2006-04-01,34.36,51.1,81.66,5.18,24.33,32.44,58.11,4.99,90.42,5.09,40.96,67.16,18.84
PHL,2006-05-01,34.94,50.76,81.92,5.09,24.42,31.84,58.18,4.92,90.49,4.95,41.0,67.17,18.3
PHL,2006-06-01,34.28,50.97,82.18,5.2,23.85,31.81,58.22,5.0,90.41,5.02,40.98,67.27,17.85
PHL,2006-07-01,34.58,51.06,82.35,5.0,23.9,32.02,58.09,4.95,90.47,5.03,41.08,67.36,17.36
PHL,2006-08-01,34.74,51.05,82.63,5.14,23.82,32.18,58.19,5.03,90.42,5.0,41.02,67.34,16.82
PHL,2006-09-01,34.48,51.06,82.47,5.03,24.07,32.07,58.2,4.99,90.46,5.0,40.99,67.48,16.28
PHL,2006-10-01,34.66,50.34,82.69,4.48,23.96,31.72,58.26,5.02,90.42,4.9,41.04,67.57,15.78
PHL,2006-11-01,34.8,50.71,82.69,4.29,23.91,32.37,58.17,4.98,90.39,4.98,40.95,67.53,15.2
PHL,2006-12-01,34.62,50.91,82.98,5.22,23.88,31.69,58.18,4.98,90.4,5.06,40.91,67.57,14.72
PHL,2007-01-01,34.3,50.75,83.21,4.86,24.29,31.7,58.24,5.1,90.42,4.98,40.98,67.66,14.19
PHL,2007-02-01,34.6,50.86,83.03,4.66,24.27,31.82,58.31,5.05,90.43,5.04,41.39,67.71,15.28
PHL,2007-03-01,34.58,50.82,82.69,4.8,24.07,32.15,58.3,5.02,90.36,4.99,41.8,67.58,16.22
PHL,2007-04-01,34.53,50.34,82.8,4.91,23.92,32.25,58.28,5.01,90.42,5.01,42.23,67.63,17.1
PHL,2007-05-01,34.41,50.0,83.07,4.92,23.63,31.79,58.3,5.07,90.48,5.01,42.68,67.63,18.1
PHL,2007-06-01,34.49,50.27,82.4,5.43,24.54,31.73,58.31,4.94,90.44,5.06,42.99,67.59,19.11
PHL,2007-07-01,34.85,49.81,82.48,5.05,23.47,31.81,58.42,5.03,90.43,4.94,43.42,67.64,20.1
PHL,2007-08-01,34.56,49.74,82.71,5.08,23.92,31.71,58.31,5.11,90.38,5.04,43.87,67.61,21.05
PHL,2007-09-01,34.82,49.81,82.98,5.25,24.05,31.77,58.4,5.01,90.43,4.97,44.22,67.59,22.09
PHL,2007-10-01,34.67,49.74,82.86,5.35,23.39,31.89,58.36,5.02,90.4,4.93,44.64,67.51,22.94
PHL,2007-11-01,34.71,49.94,82.91,4.78,23.66,31.88,58.46,5.0,90.48,4.99,45.1,67.58,24.02
PHL,2007-12-01,34.3,49.26,82.48,5.0,23.32,31.87,58.37,4.97,90.49,5.08,45.36,67.49,25.05
PHL,2008-01-01,35.09,49.18,82.88,4.96,23.93,31.82,58.53,4.99,90.42,5.08,45.95,67.56,26.01
PHL,2008-02-01,34.67,49.6,83.01,4.82,23.78,32.0,58.51,5.05,90.45,4.97,45.85,67.55,25.08
PHL,2008-03-01,34.95,49.0,82.62,5.15,23.88,32.47,58.53,4.98,90.54,5.06,45.85,67.53,24.15
PHL,2008-04-01,35.19,49.86,82.61,5.21,24.28,32.02,58.58,4.96,90.45,4.9,45.94,67.49,23.28
PHL,2008-05-01,34.48,49.92,82.58,5.1,23.6,31.76,58.59,5.02,90.44,5.03,45.9,67.5,22.38
PHL,2008-06-01,34.78,49.44,82.63,5.23,23.23,31.79,58.51,4.99,90.39,5.02,45.89,67.54,21.35
PHL,2008-07-01,34.57,49.9,83.05,5.03,23.68,32.73,58.53,5.03,90.45,4.94,45.92,67.51,20.52
PHL,2008-08-01,34.78,49.87,83.05,5.58,23.95,32.18,58.57,4.93,90.53,5.0,45.94,67.5,19.51
PHL,2008-09-01,34.5,50.36,82.07,4.92,24.33,32.6,58.58,5.01,90.44,4.96,45.85,67.55,18.57
PHL,2008-10-01,34.77,50.16,83.25,4.91,23.73,32.18,58.62,4.97,90.44,5.07,45.88,67.52,17.76
PHL,2008-11-01,34.56,50.47,82.66,5.61,23.89,32.06,58.59,5.0,90.51,4.95,45.92,67.53,16.8
PHL,2008-12-01,34.91,50.48,82.54,5.06,24.07,32.24,58.61,5.02,90.41,5.1,45.92,67.55,15.87
PHL,2009-01-01,34.79,50.68,82.43,5.42,23.76,31.69,58.69,4.99,90.43,4.98,45.95,67.44,15.01
PHL,2009-02-01,35.06,49.6,83.06,4.42,23.59,32.6,58.63,5.0,90.57,4.99,45.23,67.51,15.21
PHL,2009-03-01,35.79,48.9,83.29,4.5,24.54,32.79,58.68,5.06,90.37,5.0,44.46,67.48,15.38
PHL,2009-04-01,35.8,47.93,83.57,4.7,24.51,32.58,58.71,4.96,90.47,5.04,43.76,67.58,15.54
PHL,2009-05-01,36.72,46.73,83.77,4.94,24.64,32.52,58.67,4.95,90.45,5.11,43.04,67.59,15.75
PHL,2009-06-01,37.0,46.42,83.32,4.86,25.09,33.09,58.82,4.94,90.5,4.99,42.29,67.66,15.85
PHL,2009-07-01,37.1,45.68,83.84,5.07,25.51,33.47,58.72,5.02,90.42,5.01,41.59,67.71,16.21
PHL,2009-08-01,37.44,44.87,84.27,5.02,25.77,33.34,58.78,4.98,90.43,4.96,40.91,67.75,16.32
PHL,2009-09-01,37.73,43.7,84.06,5.15,25.95,33.97,58.74,4.95,90.44,4.98,40.12,67.87,16.5
PHL,2009-10-01,38.25,42.85,84.95,5.06,26.66,34.15,58.87,4.92,90.5,5.01,39.39,67.82,16.73
PHL,2009-11-01,39.02,41.54,84.23,4.87,25.99,34.69,58.87,4.97,90.44,4.99,38.74,67.86,16.81
PHL,2009-12-01,39.35,40.89,84.39,4.61,26.09,34.27,58.86,5.02,90.5,4.98,37.99,67.88,17.08
PHL,2010-01-01,39.39,40.12,84.83,5.12,26.99,34.73,58.8,5.08,90.43,5.06,37.26,67.98,17.19
PHL,2010-02-01,39.58,39.92,84.91,5.01,27.45,35.26,58.87,5.03,90.36,4.95,37.22,67.98,17.21
PHL,2010-03-01,39.78,40.06,84.73,4.98,27.08,35.04,58.81,5.09,90.43,5.07,37.26,67.97,17.25
PHL,2010-04-01,39.84,39.9,84.98,4.72,27.1,35.17,58.83,4.99,90.39,5.01,37.28,67.97,17.37
PHL,2010-05-01,40.57,39.48,84.22,4.94,26.87,35.31,58.91,4.98,90.41,4.92,37.22,67.99,17.33
PHL,2010-06-01,40.09,39.49,85.19,4.8,27.32,35.32,58.83,5.03,90.44,4.93,37.19,68.06,17.24
PHL,2010-07-01,40.54,39.4,85.29,4.94,27.5,35.79,58.92,5.02,90.39,4.99,37.23,68.06,17.31
PHL,2010-08-01,40.43,39.76,84.92,4.92,27.22,35.79,58.96,4.96,90.42,5.03,37.32,68.11,17.15
PHL,2010-09-01,40.74,39.23,84.79,5.37,27.53,35.38,58.9,5.0,90.42,5.03,37.26,68.02,17.24
PHL,2010-10-01,40.88,39.56,84.98,4.82,28.11,35.97,58.93,4.98,90.44,4.93,37.24,68.07,17.14
PHL,2010-11-01,41.16,38.96,85.24,4.9,27.62,36.37,58.81,4.95,90.32,4.99,37.25,68.09,17.26
PHL,2010-12-01,41.34,38.9,84.39,4.62,27.76,36.24,58.83,5.02,90.45,4.95,37.21,68.22,17.24
PHL,2011-01-01,41.7,38.94,84.94,4.71,27.86,36.53,58.86,4.99,90.46,4.99,37.25,68.1,17.25
PHL,2011-02-01,40.96,39.24,85.14,4.95,27.81,36.01,58.78,4.96,90.46,5.0,37.23,68.12,17.24
PHL,2011-03-01,41.12,38.87,84.62,4.81,28.11,36.46,58.82,5.1,90.36,4.98,37.22,68.19,17.21
PHL,2011-04-01,41.33,39.02,85.09,4.88,28.21,36.23,58.77,5.04,90.36,4.98,37.18,68.11,17.29
PHL,2011-05-01,41.2,38.98,84.68,5.27,27.98,36.12,58.89,4.95,90.35,4.97,37.31,68.24,17.31
PHL,2011-06-01,41.19,39.0,84.95,5.21,28.15,36.18,58.81,4.9,90.41,5.03,37.25,68.22,17.27
PHL,2011-07-01,40.87,38.89,84.55,5.02,28.31,35.92,58.9,4.96,90.41,5.04,37.27,68.16,17.24
PHL,2011-08-01,41.13,38.99,84.43,5.2,27.56,36.17,58.82,4.99,90.41,5.03,37.22,68.22,17.33
PHL,2011-09-01,41.59,38.68,85.26,4.98,27.81,36.11,58.86,5.02,90.46,5.03,37.26,68.22,17.26
PHL,2011-10-01,41.47,38.44,84.82,5.0,27.69,36.14,58.91,4.98,90.39,5.12,37.28,68.22,17.25
PHL,2011-11-01,41.26,38.91,85.12,4.65,27.75,36.38,58.83,4.99,90.46,4.95,37.27,68.27,17.33
PHL,2011-12-01,41.69,39.01,84.72,5.2,27.47,36.12,58.89,5.08,90.41,5.1,37.3,68.28,17.27
PHL,2012-01-01,41.21,39.06,85.01,4.97,27.38,35.74,58.79,5.0,90.41,5.05,37.27,68.31,17.22
PHL,2012-02-01,41.02,38.69,84.96,4.99,27.97,35.89,58.86,5.0,90.48,4.93,36.75,68.3,17.29
PHL,2012-03-01,41.37,38.58,84.43,5.04,27.43,36.27,58.81,5.01,90.39,4.98,36.5,68.3,17.26
PHL,2012-04-01,41.12,38.67,84.61,5.11,27.7,35.83,58.84,4.95,90.38,5.08,36.07,68.17,17.26
PHL,2012-05-01,41.15,38.61,84.36,5.07,27.86,36.21,58.89,4.93,90.54,4.97,35.69,68.19,17.31
PHL,2012-06-01,40.95,38.51,84.65,4.75,26.96,36.07,58.81,5.04,90.36,5.02,35.22,68.18,17.26
PHL,2012-07-01,41.1,38.38,84.05,4.9,27.58,36.56,58.89,4.94,90.44,4.95,34.93,68.17,17.33
PHL,2012-08-01,40.97,38.11,84.34,4.93,27.25,36.42,58.91,4.97,90.41,5.0,34.48,68.04,17.32
PHL,2012-09-01,41.01,38.32,84.49,4.89,27.01,35.77,58.93,5.05,90.41,5.01,34.07,68.04,17.27
PHL,2012-10-01,40.96,38.18,84.22,5.05,27.04,36.16,58.84,5.02,90.38,4.99,33.83,68.06,17.25
PHL,2012-11-01,40.71,38.04,84.01,4.95,26.98,35.81,58.94,5.09,90.55,5.04,33.31,67.98,17.24
PHL,2012-12-01,40.55,38.13,83.5,5.1,27.4,36.01,58.85,5.08,90.38,4.99,32.94,67.96,17.24
PHL,2013-01-01,40.94,38.17,83.85,5.03,26.42,36.09,58.87,5.03,90.45,5.11,32.64,67.92,17.25
PHL,2013-02-01,40.66,37.52,83.74,4.52,27.2,35.87,58.81,4.96,90.55,5.16,32.61,68.04,17.25
PHL,2013-03-01,41.26,37.84,83.71,5.17,27.6,35.73,58.85,4.99,90.43,5.03,32.55,68.1,17.31
PHL,2013-04-01,40.72,37.73,83.49,4.93,26.9,35.9,58.87,5.13,90.48,5.03,32.57,68.06,17.2
PHL,2013-05-01,41.46,37.58,83.94,5.45,26.93,36.11,58.81,4.93,90.45,5.03,32.58,68.1,17.29
PHL,2013-06-01,40.84,37.38,83.96,4.88,26.82,35.84,58.88,5.02,90.44,4.99,32.66,68.2,17.27
PHL,2013-07-01,40.49,38.14,83.96,5.0,26.92,36.49,58.82,5.0,90.53,5.02,32.62,68.39,17.16
PHL,2013-08-01,40.38,37.37,83.53,4.86,26.94,35.97,58.91,4.96,90.33,5.12,32.67,68.43,17.26
PHL,2013-09-01,41.06,38.31,83.73,5.16,26.62,36.43,58.82,4.98,90.52,5.08,32.62,68.44,17.34
PHL,2013-10-01,40.95,38.09,83.36,4.54,27.17,35.94,58.87,4.99,90.47,4.99,32.55,68.6,17.21
PHL,2013-11-01,40.81,37.6,83.66,4.88,26.62,36.34,58.75,5.02,90.35,5.05,32.66,68.69,17.23
PHL,2013-12-01,40.71,37.48,83.85,4.89,27.49,35.94,58.86,4.9,90.43,4.96,32.66,68.76,17.2
PHL,2014-01-01,41.02,37.63,83.32,5.13,27.22,35.84,58.79,4.96,90.42,5.0,32.63,68.91,17.25
PHL,2014-02-01,40.69,38.08,83.54,5.14,26.86,35.68,58.76,4.87,90.34,4.97,32.36,68.82,17.22
PHL,2014-03-01,41.0,38.06,83.76,4.74,27.07,36.48,58.87,4.91,90.48,4.91,32.15,68.8,17.23
PHL,2014-04-01,40.84,38.52,84.26,4.86,26.91,36.18,58.86,5.06,90.47,4.97,31.95,68.84,17.27
PHL,2014-05-01,40.69,38.67,84.19,5.36,26.62,36.07,58.83,5.04,90.4,5.01,31.78,68.79,17.25
PHL,2014-06-01,40.77,38.71,84.12,5.23,26.36,35.98,58.85,4.98,90.46,5.03,31.54,68.81,17.26
PHL,2014-07-01,40.95,39.13,84.04,5.42,26.67,36.18,58.84,4.99,90.38,5.0,31.25,68.73,17.23
PHL,2014-08-01,40.36,39.15,83.93,4.95,27.03,36.03,58.83,4.96,90.48,5.07,31.1,68.76,17.21
PHL,2014-09-01,40.56,39.58,84.05,5.44,27.15,36.28,58.9,5.0,90.5,5.0,30.8,68.76,17.31
PHL,2014-10-01,41.12,39.53,84.3,4.91,26.81,36.6,58.89,5.0,90.47,5.01,30.63,68.71,17.24
PHL,2014-11-01,40.72,39.94,84.3,4.73,27.0,36.27,58.81,4.93,90.47,5.04,30.31,68.69,17.26
PHL,2014-12-01,41.18,39.9,84.0,5.15,26.71,36.04,58.76,5.01,90.41,4.98,30.23,68.61,17.27
PHL,2015-01-01,41.26,39.76,84.63,4.68,26.94,36.25,58.77,5.01,90.52,5.02,29.92,68.71,17.24
PHL,2015-02-01,40.5,41.81,84.56,5.4,26.88,35.78,58.84,4.97,90.45,4.94,28.89,68.76,17.27
PHL,2015-03-01,39.57,43.07,84.9,5.45,26.11,35.35,58.81,5.02,90.42,4.93,27.76,68.69,17.32
PHL,2015-04-01,39.12,44.54,84.79,4.72,26.18,35.28,58.78,5.02,90.48,5.0,26.69,68.79,17.21
PHL,2015-05-01,39.07,45.32,84.72,5.27,26.29,34.79,58.85,5.07,90.43,5.08,25.59,68.8,17.33
PHL,2015-06-01,37.9,46.77,84.34,4.93,25.78,34.9,58.92,5.11,90.37,5.02,24.61,68.79,17.13
PHL,2015-07-01,37.62,48.28,84.77,5.06,25.49,34.95,58.92,5.1,90.45,5.06,23.57,68.76,17.2
PHL,2015-08-01,37.34,49.82,84.53,4.64,25.39,34.06,58.86,4.93,90.37,5.02,22.55,68.83,17.26
PHL,2015-09-01,36.43,50.95,84.28,5.22,24.85,34.46,58.92,4.98,90.46,4.95,21.45,68.86,17.24
PHL,2015-10-01,36.2,52.71,84.29,4.92,25.14,34.28,58.91,5.01,90.49,4.99,20.43,68.97,17.3
PHL,2015-11-01,35.81,53.85,84.5,5.64,24.69,33.43,58.82,5.01,90.46,4.92,19.43,68.89,17.28
PHL,2015-12-01,34.72,55.09,84.65,4.81,24.36,33.36,58.8,5.03,90.49,4.98,18.2,68.99,17.25
PHL,2016-01-01,35.11,56.47,84.39,5.03,24.39,33.55,58.9,4.99,90.41,4.98,17.11,68.93,17.3
PHL,2016-02-01,33.95,57.12,84.38,4.69,23.94,33.04,58.77,4.96,90.39,4.99,18.12,68.97,17.17
PHL,2016-03-01,34.22,57.3,84.2,5.03,24.36,32.92,58.84,4.94,90.55,5.01,18.82,69.04,17.24
PHL,2016-04-01,34.01,57.76,83.23,4.81,23.9,32.79,58.98,4.91,90.42,5.02,19.55,69.07,17.22
PHL,2016-05-01,33.58,57.85,83.26,4.84,23.31,33.04,58.87,5.1,90.45,4.97,20.42,69.09,17.35
PHL,2016-06-01,33.75,58.43,83.12,4.51,23.8,32.53,58.79,4.99,90.43,4.94,21.19,69.18,17.34
PHL,2016-07-01,33.09,58.48,82.07,5.23,23.36,32.5,58.79,4.88,90.43,5.05,21.98,69.14,17.23
PHL,2016-08-01,32.87,59.44,81.8,4.97,23.2,32.2,58.86,4.97,90.49,4.96,22.92,69.14,17.29
PHL,2016-09-01,32.75,59.48,82.24,5.12,22.71,31.95,58.87,4.95,90.48,4.87,23.64,69.24,17.24
PHL,2016-10-01,32.38,59.85,81.45,5.04,22.78,32.67,58.79,5.01,90.4,4.99,24.39,69.21,17.24
PHL,2016-11-01,32.25,60.41,81.08,5.1,22.96,32.04,58.89,4.94,90.49,5.05,25.19,69.23,17.23
PHL,2016-12-01,32.16,60.94,80.6,5.28,22.98,31.71,58.85,4.95,90.48,4.98,26.01,69.27,17.28
PHL,2017-01-01,32.31,60.99,80.85,4.77,22.55,31.68,58.89,5.02,90.54,5.02,26.77,69.35,17.27
PHL,2017-02-01,31.88,60.86,80.27,4.81,22.14,31.38,58.89,5.06,90.47,4.99,25.92,69.33,17.2
PHL,2017-03-01,31.82,61.53,81.04,4.56,21.75,31.38,58.91,4.98,90.28,4.96,24.82,69.45,17.27
PHL,2017-04-01,31.66,61.51,80.92,5.11,22.18,31.18,58.76,5.01,90.49,4.95,23.82,69.52,17.19
PHL,2017-05-01,31.42,61.65,80.65,5.04,22.27,31.56,58.82,4.96,90.36,5.03,22.89,69.54,17.15
PHL,2017-06-01,30.83,61.89,80.87,5.18,21.74,31.35,58.87,4.99,90.46,4.9,21.89,69.82,17.29
PHL,2017-07-01,30.56,61.92,80.44,5.01,21.62,31.09,58.88,4.94,90.43,5.06,20.9,69.72,17.24
PHL,2017-08-01,30.37,62.29,80.76,5.1,21.93,31.23,58.81,5.02,90.4,5.04,19.85,69.92,17.2
PHL,2017-09-01,30.49,62.38,80.87,5.08,21.87,30.96,58.9,4.9,90.42,5.0,18.88,69.94,17.28
PHL,2017-10-01,30.54,62.85,80.71,5.13,21.37,31.13,58.82,5.08,90.45,4.93,17.83,69.95,17.13
PHL,2017-11-01,29.57,62.83,80.51,5.24,21.15,30.69,58.91,5.07,90.36,5.07,16.96,69.98,17.27
PHL,2017-12-01,29.56,63.11,80.5,4.86,21.48,30.22,58.88,5.05,90.43,4.97,15.92,70.05,17.31
PHL,2018-01-01,29.37,63.32,80.91,4.93,20.86,30.52,58.88,4.96,90.49,4.97,14.95,70.31,17.14
PHL,2018-02-01,29.52,63.86,80.16,5.03,21.54,30.87,58.87,4.95,90.41,4.89,14.92,70.14,17.22
PHL,2018-03-01,29.49,64.9,80.56,5.05,21.44,30.53,58.84,4.93,90.47,5.04,14.88,70.33,17.27
PHL,2018-04-01,29.14,64.96,80.11,4.72,20.74,30.84,58.8,4.97,90.44,5.01,14.8,70.35,17.28
PHL,2018-05-01,28.6,65.34,79.94,5.01,20.42,30.37,58.85,4.94,90.43,4.97,14.91,70.42,17.32
PHL,2018-06-01,29.08,66.14,79.94,5.2,20.4,30.62,58.84,5.1,90.45,5.04,14.93,70.45,17.25
PHL,2018-07-01,28.78,66.46,79.95,4.99,19.83,30.04,58.85,5.02,90.42,4.98,14.89,70.52,17.23
PHL,2018-08-01,28.28,67.35,80.03,4.93,20.22,30.31,58.95,4.93,90.43,5.03,14.89,70.43,17.32
PHL,2018-09-01,28.91,67.4,79.84,5.43,19.63,30.29,58.84,4.98,90.48,4.99,14.83,70.55,17.19
PHL,2018-10-01,28.33,68.22,79.33,5.13,19.76,30.26,58.89,5.03,90.46,4.99,14.91,70.67,17.23
PHL,2018-11-01,27.95,68.62,78.94,5.19,19.16,29.98,58.92,4.96,90.5,5.05,14.88,70.64,17.22
PHL,2018-12-01,28.0,69.03,79.63,4.65,19.71,29.84,58.89,4.92,90.39,4.94,14.93,70.69,17.18
PHL,2019-01-01,28.39,69.43,79.56,4.83,19.18,30.07,58.93,4.96,90.41,4.96,14.91,70.76,17.2
PHL,2019-02-01,28.2,69.92,79.04,5.44,19.3,29.77,58.77,4.97,90.49,5.02,14.95,70.85,17.28
PHL,2019-03-01,28.28,69.06,79.21,5.07,18.86,29.48,58.89,4.95,90.44,4.97,14.91,70.91,17.27
PHL,2019-04-01,28.37,69.37,79.56,5.14,18.81,29.51,58.92,4.99,90.39,4.94,14.99,70.87,17.28
PHL,2019-05-01,27.95,69.06,79.26,4.52,18.59,29.49,58.74,5.02,90.43,5.0,14.95,70.88,17.27
PHL,2019-06-01,27.55,69.14,79.31,5.39,18.43,29.08,58.94,5.06,90.47,4.99,14.93,70.86,17.32
PHL,2019-07-01,27.44,69.62,79.43,4.75,17.94,29.18,58.82,4.93,90.41,5.0,14.91,70.91,17.22
PHL,2019-08-01,27.26,69.21,79.16,4.72,17.77,28.89,58.88,4.98,90.41,4.9,14.95,71.14,17.3
PHL,2019-09-01,27.36,69.51,79.5,4.83,18.24,28.48,58.89,4.96,90.38,5.05,14.97,71.08,17.29
PHL,2019-10-01,26.98,69.74,79.41,5.63,17.52,28.09,58.85,5.07,90.38,5.06,14.93,71.11,17.26
PHL,2019-11-01,27.47,69.77,79.27,5.58,17.06,28.02,58.84,5.01,90.43,4.94,14.92,71.28,17.26
PHL,2019-12-01,26.89,69.52,79.01,4.9,17.18,28.45,58.88,4.89,90.38,5.02,14.9,71.2,17.26
PHL,2020-01-01,27.16,69.74,79.22,4.52,17.11,28.17,58.84,4.95,90.46,4.99,14.85,71.31,17.17
PHL,2020-02-01,27.09,70.13,79.56,4.58,17.28,27.9,58.81,4.98,90.43,4.93,14.98,70.8,17.23
PHL,2020-03-01,27.17,69.89,79.14,5.14,17.57,27.92,58.84,4.96,90.52,5.1,15.02,70.37,17.3
PHL,2020-04-01,27.15,70.12,79.45,5.1,17.23,27.51,58.86,4.89,90.43,5.03,14.85,69.77,17.27
PHL,2020-05-01,27.06,70.99,78.94,4.93,17.43,27.5,58.89,5.0,90.46,4.98,14.83,69.2,17.22
PHL,2020-06-01,26.72,70.92,79.4,4.97,17.18,27.79,58.8,4.96,90.4,4.93,14.84,68.6,17.25
PHL,2020-07-01,26.55,71.56,78.9,4.94,17.24,27.64,58.78,4.94,90.44,5.02,14.95,68.19,17.22
